artist;title;description;dateSince;material;image;lat;lng;animal
De artiest volgt nog;Mensfiguur en Roofvogel;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.349926939983597;POINT4.89928720922731;vogel
De artiest volgt nog;Metaalreliëf Vogel;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.356397904144899;POINT4.77999760117388;vogel
De artiest volgt nog;Pleinontwerp;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.369855104152499;POINT4.91594330131036;vogel
De artiest volgt nog;Speelgeheel - Zonder titel;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;0;POINT0;vogel
De artiest volgt nog;Uitvliegende Vogels;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.353675004143199;POINT4.8071790012009;vogel
De artiest volgt nog;Vogels;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.377633004157403;POINT4.8179090012128;vogel
De artiest volgt nog;Vogels, mensen, kranen;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.377568004157297;POINT4.81782300121271;vogel
De artiest volgt nog;Vogelvlucht;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.371153904153502;POINT4.8378477012324;vogel
De artiest volgt nog;Zonder titel - Lex Metz;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.350678204141403;POINT4.82426430121782;vogel
De artiest volgt nog;Zwerm;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.351033004141698;POINT4.79368500118728;vogel, insect, vuurvlieg
De artiest volgt nog;Mini Wereld;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.362515204148401;POINT4.8381705012323;vogel, paard
De artiest volgt nog;De raaf;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.354058295942401;POINT4.86245870715826;vogel, raaf
De artiest volgt nog;Figure découpée l'Oiseau;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.357459420302099;POINT4.86802096545007;vogel, vis
De artiest volgt nog;Vogels & Vissen;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.383960004161104;POINT4.8273070012225;vogel, vis
De artiest volgt nog;Vogels, vissen, maan, hand;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.379559004158502;POINT4.83091200122588;vogel, vis
De artiest volgt nog;Zonder titel - Onbekend;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.359090804146497;POINT4.82138210121536;vogel, vis
De artiest volgt nog;Zonder titel - Jacob Maris;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.361501832965097;POINT4.83638763550781;vogel, vis, paard, ree
De artiest volgt nog;Vosfontein;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.345983548390301;POINT4.88432939876146;vos
De artiest volgt nog;Pacific;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.356940778855503;POINT4.89094647112121;walvis
De artiest volgt nog;Waterbuffel;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.376915591744599;POINT4.84138092531769;waterbuffel
De artiest volgt nog;Waterbuffels;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.326003004126598;POINT4.87490100126724;waterbuffel
De artiest volgt nog;Zonder titel (Le Zébreur);De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.371931159018402;POINT4.87136364109746;zebra
De artiest volgt nog;Zonder titel - Margaretha de Goede-Taal;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.360625904147298;POINT4.83084500122489;zeeleeuw
De artiest volgt nog;Speelobjecten Zeeleeuw en Monster;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.383361517440797;POINT4.85339233036235;zeeleeuw, inktvis
De artiest volgt nog;P.L. Kramerbrug;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.3499166304222;POINT4.90960121285092;zeerob
De artiest volgt nog;Timo Smeehuijzenbrug;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.351148685400403;POINT4.87904548772279;zeerob
De artiest volgt nog;Zwanen;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.349273904140603;POINT4.84060520123409;zwaan
De artiest volgt nog;Leda en de zwaan;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.375118997505602;POINT4.85285306157469;zwaan, vogel
De artiest volgt nog;Warthog;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.294207004107101;POINT4.97668300136753;zwijn
De artiest volgt nog;Gevelplastiek - Mauritskade 11;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.360158589250801;POINT4.91133735104284;koe
De artiest volgt nog;Hazentafel;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.353602862793203;POINT4.86800551540658;varken
De artiest volgt nog;Wayang / Into the Shadow;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.353153978044901;POINT4.91413951050881;varken
De artiest volgt nog;Blauw Jan;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.363301204148698;POINT4.88320280127733;kat
De artiest volgt nog;Hans Snoek fontein;De beschrijving volgt nog.;De plaatsingsdatum volgt nog;Het materiaal volgt nog;testimage;POINT52.363704840131803;POINT4.88167673476963;bok
